Desc	Family	JU1373	NIC58	PX356	PX439	PX506	CLATE	CBRIG	CELEG	CINOP	CNIGO	CSINI
null	OG0007941	1	1	1	1	1	1	1	1	1	1	1
null	OG0007942	1	1	1	2	1	1	1	1	1	1	1
null	OG0007943	1	1	1	1	1	1	1	1	1	1	1
null	OG0007944	1	1	1	1	1	1	1	1	1	1	1
null	OG0007945	1	1	1	1	1	1	1	1	1	1	1
null	OG0007946	1	1	1	1	1	1	1	1	1	1	1
null	OG0007947	1	1	1	1	1	1	1	1	1	1	1
null	OG0007948	1	1	1	0	1	1	1	1	1	1	1
null	OG0007949	1	1	1	1	1	1	1	1	1	1	1
null	OG0007950	1	1	1	1	1	1	1	1	1	1	1
null	OG0007951	1	1	1	1	1	1	1	1	1	1	1
null	OG0007952	1	1	1	1	1	1	2	0	0	1	1
null	OG0007953	1	1	1	1	1	1	1	1	1	1	1
null	OG0007954	1	1	1	1	1	1	1	1	1	1	1
null	OG0007955	1	1	1	1	0	1	1	1	1	1	1
null	OG0007956	1	1	1	1	0	1	1	1	1	1	1
null	OG0007957	1	1	1	1	1	0	2	1	1	1	1
null	OG0007958	1	1	1	1	1	1	1	1	1	1	1
null	OG0007959	1	1	1	1	1	1	1	1	1	1	1
null	OG0007960	1	1	1	1	1	1	1	1	1	1	1
null	OG0007961	1	1	1	1	1	1	1	1	1	1	2
null	OG0007962	1	1	1	1	1	1	1	1	1	1	1
null	OG0007963	1	1	1	1	1	1	1	1	1	1	1
null	OG0007964	1	1	1	1	1	1	1	1	1	1	1
null	OG0007965	1	1	1	1	1	2	1	1	1	1	1
null	OG0007966	1	1	1	1	0	1	1	1	1	1	1
null	OG0007967	1	1	1	1	1	1	1	1	1	1	1
null	OG0007968	1	1	1	1	1	1	1	1	1	1	1
null	OG0007969	1	1	1	1	1	1	1	1	1	1	2
null	OG0007970	1	1	1	1	1	1	1	1	1	1	1
null	OG0007971	1	1	1	1	1	1	1	1	2	1	1
null	OG0007972	1	1	1	1	1	1	1	1	1	1	1
null	OG0007973	1	1	1	1	1	1	1	1	1	1	0
null	OG0007974	1	1	2	1	0	1	1	1	1	1	1
null	OG0007975	1	1	1	1	1	1	1	1	1	1	1
null	OG0007976	1	1	1	1	1	1	1	1	1	1	1
null	OG0007977	1	1	1	1	0	1	1	1	1	1	1
null	OG0007978	1	1	1	1	0	1	1	1	1	1	1
null	OG0007979	1	1	2	1	1	1	1	1	1	2	0
null	OG0007980	1	1	1	2	1	1	1	1	1	1	1
null	OG0007981	1	1	1	1	1	1	1	1	1	1	1
null	OG0007982	1	1	1	1	1	1	1	1	1	1	1
null	OG0007983	1	1	1	1	1	1	1	1	1	1	1
null	OG0007984	1	1	1	1	1	1	1	1	1	1	1
null	OG0007985	1	1	1	1	1	1	1	1	1	1	1
null	OG0007986	1	1	1	1	1	1	1	1	1	1	1
null	OG0007987	1	1	1	1	1	1	1	1	1	1	1
null	OG0007988	1	1	1	2	1	1	1	1	1	1	1
null	OG0007989	1	1	1	1	1	1	1	1	1	1	0
null	OG0007990	1	1	1	1	1	1	1	1	1	1	1
null	OG0007991	1	1	1	1	1	1	1	1	1	1	1
null	OG0007992	1	1	1	2	0	2	1	1	1	1	1
null	OG0007993	1	1	1	1	1	1	1	1	1	1	1
null	OG0007994	1	1	1	1	1	1	1	1	1	1	1
null	OG0007995	1	1	1	1	1	1	1	1	1	1	1
null	OG0007996	1	1	1	1	1	1	1	1	1	1	1
null	OG0007997	1	1	2	1	1	1	1	1	1	1	1
null	OG0007998	1	1	2	1	1	1	1	1	1	1	1
null	OG0007999	1	1	1	1	1	1	1	1	1	1	1
null	OG0008000	1	1	1	1	1	1	1	1	1	1	1
null	OG0008001	1	1	1	1	1	1	1	1	1	1	1
null	OG0008002	1	1	1	1	1	1	1	1	1	1	1
null	OG0008003	1	1	1	1	1	1	1	1	1	1	1
null	OG0008004	1	1	1	1	1	1	1	1	1	1	1
null	OG0008005	1	1	1	1	1	1	1	1	1	1	1
null	OG0008006	1	1	1	1	1	1	1	1	1	1	1
null	OG0008007	1	1	1	1	1	1	1	1	1	1	1
null	OG0008008	1	1	1	1	1	1	1	1	1	1	1
null	OG0008009	1	1	1	1	1	1	1	1	1	1	1
null	OG0008010	1	1	1	1	1	1	1	1	1	1	1
null	OG0008011	1	1	1	1	1	1	0	2	0	2	1
null	OG0008012	1	1	1	1	0	1	1	1	1	1	1
null	OG0008013	1	1	1	1	1	1	1	1	1	1	1
null	OG0008014	1	1	1	1	1	1	1	1	1	1	1
null	OG0008015	1	1	1	1	1	1	1	1	1	1	1
null	OG0008016	1	1	1	1	1	1	1	1	1	1	1
null	OG0008017	1	1	1	1	1	1	1	1	1	1	1
null	OG0008018	1	1	2	1	1	1	1	1	1	1	1
null	OG0008019	1	1	1	1	1	1	1	1	1	1	1
null	OG0008020	1	1	1	1	1	1	1	1	1	1	1
null	OG0008021	1	1	1	1	1	1	1	1	1	1	1
null	OG0008022	1	1	1	1	1	1	1	2	1	1	1
null	OG0008023	1	1	1	1	1	1	1	1	1	1	1
null	OG0008024	1	1	1	1	1	1	1	1	1	1	1
null	OG0008025	1	1	1	1	1	1	1	1	1	1	1
null	OG0008026	1	1	1	1	1	1	1	1	1	1	1
null	OG0008027	1	1	1	1	1	1	1	1	1	1	1
null	OG0008028	1	1	1	1	1	1	1	1	1	1	1
null	OG0008029	1	1	1	1	1	1	1	1	1	1	1
null	OG0008030	1	1	1	1	1	1	1	1	1	1	1
null	OG0008031	1	1	1	1	1	1	1	1	1	1	1
null	OG0008032	1	1	1	1	1	1	1	1	2	1	1
null	OG0008033	1	1	1	1	1	1	1	1	1	1	1
null	OG0008034	1	1	1	1	1	1	1	1	1	1	1
null	OG0008035	1	1	1	1	1	1	1	1	1	1	1
null	OG0008036	1	1	1	1	1	1	1	1	1	1	1
null	OG0008037	1	1	1	1	1	1	1	1	0	1	1
null	OG0008038	1	1	1	1	1	1	1	1	1	1	1
null	OG0008039	1	1	1	1	0	1	1	1	1	1	1
null	OG0008040	1	1	2	1	1	1	1	1	1	1	1
null	OG0008041	1	1	1	1	1	1	1	1	1	1	1
null	OG0008042	1	1	1	1	1	1	1	1	1	1	1
null	OG0008043	1	1	1	1	1	1	1	1	1	1	1
null	OG0008044	1	1	1	1	1	1	1	1	1	1	1
null	OG0008045	1	1	1	1	1	1	1	1	1	1	1
null	OG0008046	1	1	1	1	0	1	1	1	1	1	1
null	OG0008047	1	1	1	1	1	1	1	1	1	1	1
null	OG0008048	1	1	1	1	1	1	1	1	1	1	1
null	OG0008049	1	1	1	1	1	1	1	1	1	1	1
null	OG0008050	1	1	1	1	1	1	1	1	1	1	1
null	OG0008051	1	1	1	1	1	1	1	1	1	1	1
null	OG0008052	1	1	1	1	1	1	1	1	1	1	1
null	OG0008053	1	1	1	1	1	1	1	1	1	1	0
null	OG0008054	1	1	1	1	0	1	1	2	1	1	2
null	OG0008055	1	1	1	1	1	2	1	1	1	1	1
null	OG0008056	1	1	1	1	1	1	1	1	1	1	1
null	OG0008057	1	1	2	1	1	1	1	1	1	1	1
null	OG0008058	1	1	1	1	1	1	1	1	1	1	1
null	OG0008059	1	1	1	1	1	1	1	1	1	1	1
null	OG0008060	1	1	1	1	1	1	1	1	1	1	1
null	OG0008061	1	1	1	1	1	1	1	1	1	1	1
null	OG0008062	1	1	1	1	1	1	1	1	1	1	1
null	OG0008063	1	1	1	1	1	1	1	1	1	1	1
null	OG0008064	1	1	1	1	1	1	1	1	1	1	1
null	OG0008065	1	1	1	1	1	1	1	1	1	1	1
null	OG0008066	1	1	1	1	1	1	1	1	1	1	1
null	OG0008067	1	1	1	1	1	1	1	1	1	1	1
null	OG0008068	1	1	1	1	1	1	1	1	1	1	1
null	OG0008069	1	1	1	1	1	1	1	1	1	1	1
null	OG0008070	1	1	1	1	1	1	1	1	1	1	1
null	OG0008071	1	1	1	1	1	1	1	1	1	1	1
null	OG0008072	1	1	1	2	1	1	1	1	1	1	1
null	OG0008073	1	1	1	1	1	1	1	1	1	1	1
null	OG0008074	1	1	1	1	1	1	1	1	1	1	1
null	OG0008075	1	1	1	1	1	1	1	1	1	1	1
null	OG0008076	1	1	2	1	1	1	1	1	1	1	1
null	OG0008077	1	1	1	1	1	1	1	1	1	1	1
null	OG0008078	1	1	2	1	1	1	1	0	3	1	1
null	OG0008079	1	1	1	1	1	1	1	1	1	1	1
null	OG0008080	1	1	1	1	1	1	1	1	1	1	1
null	OG0008081	1	1	1	1	2	1	1	1	0	1	1
null	OG0008082	1	1	1	1	1	1	1	1	1	1	1
null	OG0008083	1	1	1	1	1	1	1	1	1	1	1
null	OG0008084	2	1	1	1	1	1	1	1	1	1	1
null	OG0008085	1	1	1	1	1	1	1	1	1	1	1
null	OG0008086	1	1	1	1	0	1	1	1	1	1	1
null	OG0008087	1	1	1	1	1	1	1	1	1	1	1
null	OG0008088	1	1	1	1	1	1	1	1	1	1	1
null	OG0008089	1	1	1	1	1	1	1	1	1	1	1
null	OG0008090	1	1	1	1	1	1	1	1	1	1	1
null	OG0008091	1	1	1	1	1	1	1	1	1	1	1
null	OG0008092	1	1	1	1	1	1	1	1	1	1	1
null	OG0008093	1	1	1	1	1	1	1	1	1	1	1
null	OG0008094	1	1	1	1	1	1	1	1	1	1	1
null	OG0008095	1	1	1	1	1	1	1	1	1	1	1
null	OG0008096	1	1	1	1	1	1	1	2	1	1	1
null	OG0008097	1	1	1	0	1	1	1	1	1	1	1
null	OG0008098	1	1	1	1	1	1	1	1	0	1	1
null	OG0008099	1	1	1	1	0	1	1	1	1	1	1
null	OG0008100	1	1	1	1	1	1	1	1	1	1	1
null	OG0008101	1	1	1	1	1	1	1	1	0	1	1
null	OG0008102	1	1	1	1	1	1	1	1	1	1	1
null	OG0008103	1	1	1	1	1	1	1	1	1	1	1
null	OG0008104	1	1	1	0	1	3	1	1	1	1	1
null	OG0008105	1	1	1	1	1	1	1	1	1	1	1
null	OG0008106	2	2	0	2	0	1	0	0	0	2	2
null	OG0008107	1	1	1	1	0	1	1	1	1	1	1
null	OG0008108	1	1	1	1	1	1	1	1	1	1	1
null	OG0008109	1	1	1	1	1	1	1	1	1	1	1
null	OG0008110	1	1	1	1	1	1	1	1	1	1	1
null	OG0008111	1	1	1	1	1	1	1	1	1	1	1
null	OG0008112	1	1	1	1	0	1	1	1	1	1	1
null	OG0008113	1	1	1	1	1	1	1	1	1	1	1
null	OG0008114	1	1	1	1	1	1	1	0	2	1	1
null	OG0008115	1	1	1	1	1	1	1	1	1	1	1
null	OG0008116	1	1	1	1	1	1	1	1	1	1	1
null	OG0008117	1	1	1	1	1	1	1	1	1	1	1
null	OG0008118	1	1	1	1	1	1	1	1	1	1	1
null	OG0008119	1	1	1	1	1	1	1	1	1	1	1
null	OG0008120	1	1	1	1	1	2	1	1	1	1	1
null	OG0008121	1	1	1	1	1	1	1	1	1	1	1
null	OG0008122	1	1	1	1	1	1	1	1	1	1	1
null	OG0008123	1	1	1	1	1	1	1	1	1	1	1
null	OG0008124	1	1	1	1	1	1	1	1	1	1	1
null	OG0008125	1	1	1	1	1	1	1	1	1	1	1
null	OG0008126	1	1	1	1	1	1	1	1	1	1	1
null	OG0008127	1	1	1	1	1	1	1	1	1	1	1
null	OG0008128	1	1	1	1	1	1	1	1	1	1	1
null	OG0008129	1	1	1	1	1	1	1	1	1	1	1
null	OG0008130	1	1	1	1	1	1	1	1	1	1	1
null	OG0008131	1	1	1	1	1	1	1	1	1	1	1
null	OG0008132	1	1	1	1	1	1	1	1	1	1	1
null	OG0008133	1	1	1	1	1	1	1	1	1	1	1
null	OG0008134	1	1	1	1	1	1	1	1	1	1	1
null	OG0008135	1	1	1	1	1	2	1	1	1	1	1
null	OG0008136	1	1	1	1	1	1	1	1	1	1	1
null	OG0008137	1	1	1	1	1	1	1	1	2	1	0
null	OG0008138	1	1	1	1	1	1	1	1	1	2	1
null	OG0008139	1	1	1	1	1	1	1	1	1	1	1
null	OG0008140	1	1	1	1	1	1	1	1	1	1	1
null	OG0008141	1	1	1	1	1	1	1	1	1	1	2
null	OG0008142	1	1	1	1	1	1	1	1	1	1	1
null	OG0008143	1	1	1	1	1	1	1	1	1	1	1
null	OG0008144	1	1	1	1	1	1	1	0	1	1	1
null	OG0008145	1	1	1	1	1	1	1	1	1	1	1
null	OG0008146	1	1	1	1	1	1	1	1	1	1	1
null	OG0008147	1	1	1	1	1	2	1	1	0	1	0
null	OG0008148	1	1	1	1	1	1	1	1	1	1	1
null	OG0008149	1	1	1	1	1	1	1	1	1	0	1
null	OG0008150	1	1	1	1	1	1	1	1	1	1	0
null	OG0008151	1	1	1	1	1	1	1	1	0	1	1
null	OG0008152	1	1	1	1	1	1	1	1	1	1	1
null	OG0008153	1	1	1	1	0	1	1	1	1	1	1
null	OG0008154	1	0	1	1	1	1	1	1	0	1	2
null	OG0008155	1	1	1	1	1	1	1	1	1	1	1
null	OG0008156	1	1	1	1	1	1	1	1	1	1	1
null	OG0008157	1	1	1	1	1	1	1	1	1	1	1
null	OG0008158	1	1	1	1	1	1	1	1	1	1	1
null	OG0008159	1	1	1	1	1	1	1	1	1	1	1
null	OG0008160	1	1	1	1	2	1	1	1	1	1	1
null	OG0008161	1	1	1	1	1	1	1	1	1	1	1
null	OG0008162	1	1	1	1	1	1	1	1	1	1	2
null	OG0008163	1	1	2	1	1	1	1	1	1	1	1
null	OG0008164	1	1	1	1	1	2	1	1	1	1	1
null	OG0008165	1	1	1	1	1	1	1	1	1	1	1
null	OG0008166	2	1	1	1	1	1	1	1	0	1	1
null	OG0008167	1	1	1	1	1	1	1	1	1	1	1
null	OG0008168	1	1	2	1	0	1	1	1	1	1	1
null	OG0008169	1	1	1	1	1	1	1	1	1	1	1
null	OG0008170	1	1	1	1	1	1	1	1	1	1	1
null	OG0008171	1	1	1	1	1	1	1	1	1	1	1
null	OG0008172	1	1	1	1	1	1	1	1	1	1	1
null	OG0008173	1	1	2	1	1	1	1	1	1	1	1
null	OG0008174	1	1	1	1	1	1	1	1	1	1	1
null	OG0008175	1	1	1	1	1	1	1	1	1	1	1
null	OG0008176	1	1	1	1	1	1	1	1	1	1	1
null	OG0008177	1	1	1	1	1	1	2	1	0	1	1
null	OG0008178	1	1	1	2	2	2	1	0	0	2	1
null	OG0008179	1	1	2	1	1	1	1	1	1	1	1
null	OG0008180	1	1	1	1	1	2	1	1	1	1	1
null	OG0008181	1	1	1	2	1	1	1	2	1	1	0
null	OG0008182	1	1	1	2	1	1	1	1	1	1	1
null	OG0008183	1	1	1	1	1	1	1	2	1	1	1
null	OG0008184	1	1	2	1	1	0	1	1	2	1	1
null	OG0008185	1	1	1	1	2	1	1	1	1	1	1
null	OG0008186	1	1	3	2	2	2	0	0	0	0	1
null	OG0008187	1	1	1	1	1	1	1	1	1	1	1
null	OG0008188	1	1	1	1	1	1	1	1	1	1	2
null	OG0008189	0	1	0	0	1	0	2	2	2	1	2
null	OG0008190	0	1	1	1	1	1	2	0	0	1	2
null	OG0008191	0	1	1	1	1	2	1	1	1	1	1
null	OG0008192	0	1	1	1	1	1	2	1	1	2	1
null	OG0008193	0	1	2	1	1	1	1	1	1	1	1
null	OG0008194	0	1	1	1	0	1	2	1	1	1	1
null	OG0008195	0	1	1	1	1	1	1	1	1	1	1
null	OG0008196	0	1	1	1	1	1	1	1	1	1	1
null	OG0008197	0	1	1	1	1	1	1	1	1	1	1
null	OG0008198	0	1	1	1	1	1	1	1	1	1	1
null	OG0008199	0	1	1	1	1	2	1	1	2	1	1
null	OG0008200	0	1	1	1	1	1	1	1	1	2	1
null	OG0008201	0	1	2	1	1	1	1	1	1	1	1
null	OG0008202	0	1	1	1	1	2	1	1	1	1	1
null	OG0008203	0	1	2	1	1	1	1	1	3	1	1
null	OG0008204	0	1	1	1	1	1	2	1	1	1	1
null	OG0008205	0	1	1	1	1	1	1	1	1	1	2
null	OG0008206	0	1	0	0	0	0	0	0	13	0	0
null	OG0008207	0	1	1	2	1	1	1	1	1	1	1
null	OG0008208	0	1	1	1	1	1	1	2	1	1	1
null	OG0008209	0	1	1	1	1	2	1	1	1	1	1
null	OG0008210	0	1	2	1	1	1	1	1	1	1	1
null	OG0008211	0	1	2	1	1	2	1	1	1	1	1
null	OG0008212	0	1	2	0	2	1	1	1	1	1	1
null	OG0008213	0	1	1	2	1	2	1	1	1	1	1
null	OG0008214	0	1	1	1	1	1	1	3	1	1	1
null	OG0008215	0	1	1	1	1	1	1	1	3	1	1
null	OG0008216	0	1	2	2	1	1	1	1	1	1	1
null	OG0008217	0	0	4	2	1	4	0	0	0	0	0
null	OG0008218	0	0	5	4	2	1	0	0	0	0	1
null	OG0008219	0	0	1	2	1	1	1	1	1	1	3
null	OG0008220	0	0	1	1	2	0	0	0	0	1	4
null	OG0008221	0	0	1	2	3	2	2	0	0	1	1
null	OG0008222	0	0	2	0	2	10	0	0	0	0	0
null	OG0008223	0	0	1	1	2	0	0	0	0	8	1
null	OG0008224	0	0	1	0	2	1	1	0	0	2	4
null	OG0008225	0	0	2	0	2	2	2	0	0	0	1
null	OG0008226	0	0	2	2	2	2	1	0	0	2	0
null	OG0008227	0	0	2	1	4	0	0	0	0	0	0
null	OG0008228	0	0	4	6	1	1	0	0	0	1	1
null	OG0008229	0	0	4	2	2	2	0	0	0	0	0
null	OG0008230	0	0	4	3	3	2	0	0	0	0	0
null	OG0008231	0	0	3	3	1	2	0	0	0	0	2
null	OG0008232	0	0	5	2	3	1	0	0	0	0	0
null	OG0008233	0	0	2	1	1	2	0	0	0	2	1
null	OG0008234	0	0	2	2	3	3	0	0	0	0	1
null	OG0008235	0	0	2	3	2	0	0	0	0	0	0
null	OG0008236	0	0	3	3	3	3	0	0	0	0	0
null	OG0008237	0	0	4	5	3	2	0	0	0	0	0
null	OG0008238	0	0	1	1	1	1	1	1	0	5	1
null	OG0008239	0	0	1	2	1	2	1	1	1	1	2
null	OG0008240	0	0	2	1	5	2	0	0	0	1	0
null	OG0008241	0	0	1	1	1	2	1	1	1	3	1
null	OG0008242	0	0	2	2	1	2	1	1	1	1	1
null	OG0008243	0	0	1	1	1	1	1	1	1	1	1
null	OG0008244	0	0	2	3	3	5	0	0	0	0	0
null	OG0008245	0	0	2	1	3	0	0	1	0	0	4
null	OG0008246	0	0	1	1	1	1	1	1	1	1	1
null	OG0008247	0	0	2	2	1	3	1	1	0	1	1
null	OG0008248	0	0	2	4	3	2	0	0	0	0	0
null	OG0008249	0	0	1	1	1	1	2	1	0	4	2
null	OG0008250	0	0	2	1	2	2	1	1	1	1	1
null	OG0008251	0	0	1	2	2	1	1	0	1	2	2
null	OG0008252	0	0	1	1	1	1	2	2	0	1	3
null	OG0008253	0	0	3	2	2	3	0	0	0	0	0
null	OG0008254	0	0	2	1	1	1	0	0	0	2	6
null	OG0008255	0	0	2	2	2	2	2	0	0	2	0
null	OG0008256	0	0	2	1	3	3	0	1	0	0	1
null	OG0008257	0	0	2	2	2	2	1	1	0	0	1
null	OG0008258	0	0	2	1	1	8	0	0	0	0	0
null	OG0008259	0	0	1	0	0	0	0	0	0	0	7
null	OG0008260	0	0	2	1	1	4	1	0	0	1	2
null	OG0008261	0	0	1	1	2	1	1	1	1	1	1
null	OG0008262	0	0	1	2	1	1	1	1	0	2	1
null	OG0008263	0	0	3	1	4	1	0	0	0	0	0
null	OG0008264	0	0	1	1	1	0	1	1	1	0	6
null	OG0008265	0	0	1	1	1	1	1	3	1	1	1
null	OG0008266	0	0	2	1	1	1	1	1	1	1	1
null	OG0008267	0	0	2	2	2	3	1	0	0	1	1
null	OG0008268	0	0	1	1	1	1	1	0	0	1	6
null	OG0008269	0	0	1	0	1	0	1	4	0	1	2
null	OG0008270	0	0	2	1	1	1	2	0	0	2	3
null	OG0008271	0	0	3	1	2	1	0	0	0	0	1
null	OG0008272	0	0	5	3	1	1	0	0	0	0	0
null	OG0008273	0	0	2	3	2	2	0	0	0	0	2
null	OG0008274	0	0	2	2	3	4	0	0	0	0	0
null	OG0008275	0	0	3	3	3	2	0	0	0	0	0
null	OG0008276	0	0	3	3	3	1	0	0	0	0	1
null	OG0008277	0	0	1	1	1	3	1	0	0	1	3
null	OG0008278	0	0	2	2	1	1	1	1	1	2	1
null	OG0008279	0	0	2	3	4	1	0	0	0	1	1
null	OG0008280	0	0	1	1	1	1	1	2	1	2	1
null	OG0008281	0	0	1	0	2	3	0	0	1	2	1
null	OG0008282	0	0	2	2	2	3	1	0	0	0	1
null	OG0008283	0	0	1	1	2	8	0	0	0	0	0
null	OG0008284	0	0	0	3	0	2	0	0	0	0	2
null	OG0008285	0	0	0	2	0	0	0	0	0	2	7
null	OG0008286	0	0	0	3	1	1	0	0	0	0	0
null	OG0008287	0	0	0	1	2	1	2	0	0	2	0
null	OG0008288	0	0	0	1	0	0	0	0	0	0	0
null	OG0008289	0	0	0	2	0	1	0	0	1	0	0
null	OG0008290	0	0	0	0	1	0	0	0	0	0	12
null	OG0008291	0	0	0	0	1	0	2	3	0	4	1
null	OG0008292	0	0	0	0	0	1	1	0	0	0	1
null	OG0008293	0	0	0	0	0	0	0	0	0	0	0
null	OG0008294	0	0	0	0	0	0	0	0	0	0	0
null	OG0008295	0	0	0	0	0	0	0	0	0	0	0
null	OG0008296	0	0	0	0	0	0	0	0	0	0	0
null	OG0008297	0	0	0	0	0	0	0	0	0	0	1
null	OG0008298	0	0	0	0	0	0	0	0	0	0	0
null	OG0008299	0	0	0	0	0	0	0	0	11	1	1
null	OG0008300	0	0	0	0	0	0	4	0	0	7	3
null	OG0008301	0	0	0	0	0	0	3	0	0	11	0
null	OG0008302	0	0	0	0	0	0	2	0	0	12	0
null	OG0008303	0	0	0	0	0	0	14	0	0	0	0
null	OG0008304	0	0	0	0	0	0	4	0	0	10	0
null	OG0008305	0	0	0	0	0	0	4	0	0	10	0
null	OG0008306	0	0	0	0	0	0	1	0	0	13	0
null	OG0008307	0	0	0	0	0	0	1	3	0	1	9
null	OG0008308	0	0	0	0	0	0	5	0	0	9	0
null	OG0008309	0	0	0	0	0	0	1	0	13	0	0
null	OG0008310	0	0	0	0	0	0	0	5	9	0	0
null	OG0008311	0	0	0	0	0	0	0	14	0	0	0
null	OG0008312	0	0	0	0	0	0	0	14	0	0	0
null	OG0008313	0	0	0	0	0	0	0	14	0	0	0
null	OG0008314	0	0	0	0	0	0	0	13	0	0	1
null	OG0008315	0	0	0	0	0	0	0	0	14	0	0
null	OG0008316	0	0	0	0	0	0	0	0	14	0	0
null	OG0008317	0	0	0	0	0	0	0	0	14	0	0
null	OG0008318	0	0	0	0	0	0	0	0	0	14	0
null	OG0008319	0	0	0	0	0	0	0	0	0	0	14
null	OG0008320	0	0	0	0	0	0	0	0	0	0	14
null	OG0008321	0	0	0	0	0	0	0	0	0	0	14
null	OG0008322	0	0	0	0	0	0	0	0	0	0	14
null	OG0008323	0	0	0	0	0	0	0	0	0	0	14
null	OG0008324	0	0	0	0	0	0	0	0	0	0	14
null	OG0008325	0	0	0	0	0	0	0	0	0	0	14
null	OG0008326	0	0	0	0	0	0	0	0	0	0	14
null	OG0008327	1	1	1	1	1	1	1	1	1	1	1
null	OG0008328	1	1	1	1	1	1	1	1	1	1	1
null	OG0008329	1	1	1	1	1	1	1	1	1	1	1
null	OG0008330	1	1	1	1	1	1	1	1	1	1	1
null	OG0008331	1	1	1	1	1	1	1	1	1	1	1
null	OG0008332	1	1	1	1	1	1	1	1	1	1	1
null	OG0008333	1	1	1	1	1	1	1	1	1	1	1
null	OG0008334	1	1	1	1	0	1	1	1	1	1	2
null	OG0008335	1	1	1	1	0	1	1	1	1	1	2
null	OG0008336	1	1	1	1	1	1	1	1	1	1	1
null	OG0008337	1	1	1	1	1	1	1	1	1	1	1
null	OG0008338	1	1	1	1	1	1	1	0	0	1	2
null	OG0008339	1	1	1	1	1	1	1	1	1	1	1
null	OG0008340	1	1	1	1	1	1	1	1	1	1	1
null	OG0008341	1	1	1	1	1	1	1	1	1	1	1
null	OG0008342	1	1	2	1	1	1	1	1	1	1	1
null	OG0008343	1	1	1	1	1	1	1	1	1	1	1
null	OG0008344	1	1	1	1	1	1	1	1	1	1	0
null	OG0008345	1	1	1	1	1	1	1	1	1	1	1
null	OG0008346	1	1	1	1	1	1	1	1	1	1	1
null	OG0008347	1	1	1	1	1	1	1	1	1	1	1
null	OG0008348	1	1	1	1	1	1	1	1	1	1	1
null	OG0008349	1	1	1	1	1	1	1	1	1	1	1
null	OG0008350	1	1	1	1	1	0	1	1	1	1	1
null	OG0008351	2	2	1	1	1	1	0	1	0	0	2
null	OG0008352	1	0	1	1	1	1	1	1	1	1	1
null	OG0008353	1	1	1	1	1	1	1	1	1	1	1
null	OG0008354	1	1	1	1	1	1	1	1	1	1	0
null	OG0008355	1	1	1	1	1	1	1	1	1	1	1
null	OG0008356	1	1	1	1	1	1	1	1	1	1	1
null	OG0008357	1	1	1	1	1	1	1	1	1	0	1
null	OG0008358	1	1	1	1	1	1	1	1	1	1	1
null	OG0008359	1	1	1	1	1	1	1	1	1	1	1
null	OG0008360	1	1	1	1	1	1	1	1	1	1	0
null	OG0008361	1	1	1	1	1	1	1	1	1	1	0
null	OG0008362	1	1	1	1	1	1	1	1	1	1	0
null	OG0008363	1	1	1	1	1	1	1	1	1	1	1
null	OG0008364	1	1	1	1	1	1	1	1	0	0	3
null	OG0008365	1	1	1	1	1	1	1	1	1	1	1
null	OG0008366	1	1	1	1	1	1	1	1	1	1	1
null	OG0008367	1	1	1	1	1	1	1	1	1	1	1
null	OG0008368	1	1	1	1	1	1	1	1	1	1	1
null	OG0008369	1	1	1	1	0	1	1	1	1	1	1
null	OG0008370	1	1	1	1	1	1	1	1	0	1	1
null	OG0008371	1	1	2	1	1	0	1	1	1	1	1
null	OG0008372	1	1	1	1	0	1	1	1	1	1	1
null	OG0008373	1	1	1	1	1	1	1	1	1	1	1
null	OG0008374	1	2	1	1	1	1	0	0	1	2	1
null	OG0008375	1	1	1	1	1	1	1	1	1	1	1
null	OG0008376	1	1	1	1	1	1	1	1	1	1	1
null	OG0008377	1	1	1	1	1	1	1	1	1	1	1
null	OG0008378	1	1	1	1	1	0	1	1	1	1	1
null	OG0008379	1	1	1	1	1	1	1	1	1	1	1
null	OG0008380	1	1	1	1	1	1	1	1	1	1	1
null	OG0008381	1	1	1	1	1	1	1	1	1	1	1
null	OG0008382	1	1	1	1	1	1	1	1	1	1	1
null	OG0008383	1	1	1	1	1	1	1	1	1	1	1
null	OG0008384	1	1	1	1	1	1	1	1	1	1	1
null	OG0008385	1	1	1	1	1	1	1	1	1	1	1
null	OG0008386	1	1	1	1	1	1	1	1	1	1	1
null	OG0008387	1	1	0	1	1	1	1	1	1	1	2
null	OG0008388	1	1	1	1	1	1	1	1	1	1	1
null	OG0008389	1	1	1	1	1	1	1	1	1	1	1
null	OG0008390	1	1	1	1	1	2	1	0	1	1	1
null	OG0008391	1	1	1	1	1	1	1	1	1	1	1
null	OG0008392	1	1	1	1	1	2	1	1	1	0	1
null	OG0008393	1	1	1	1	1	1	1	1	1	1	1
null	OG0008394	1	1	1	1	1	1	1	1	1	1	1
null	OG0008395	1	1	1	1	1	1	1	1	1	1	1
null	OG0008396	1	1	1	1	1	1	1	1	1	1	1
null	OG0008397	1	1	1	1	1	1	1	1	1	1	1
null	OG0008398	1	1	1	1	1	1	1	1	1	1	1
null	OG0008399	1	1	1	1	1	1	1	1	1	1	1
null	OG0008400	1	1	1	1	1	1	1	1	1	1	1
null	OG0008401	1	1	1	1	1	1	1	1	1	1	1
null	OG0008402	1	1	1	1	1	1	1	1	1	1	1
null	OG0008403	1	1	1	1	1	1	1	1	1	1	1
null	OG0008404	1	1	1	1	1	1	1	1	1	1	1
