Orthogroup	JU1373.longest	NIC58.longest	PX356.longest	PX439.longest	PX506.protein	PX534.longest	c_brenneri.longest	c_briggsae.longest	c_elegans.longest	c_inopinata.protein	c_nigoni.longest	c_remanei_washu.longest	c_sinica.longest
OG0043896													Csp5_scaffold_06998.g37258.t1
OG0043897													Csp5_scaffold_07000.g37259.t1
OG0043898													Csp5_scaffold_07002.g37261.t1
OG0043899													Csp5_scaffold_07012.g37271.t1
OG0043900													Csp5_scaffold_07018.g37277.t1
OG0043901													Csp5_scaffold_07022.g37282.t1
OG0043902													Csp5_scaffold_07024.g37285.t1
OG0043903													Csp5_scaffold_07036.g37298.t1
OG0043904													Csp5_scaffold_07036.g37297.t1
OG0043905													Csp5_scaffold_07038.g37300.t1
OG0043906													Csp5_scaffold_07042.g37305.t1
OG0043907													Csp5_scaffold_07042.g37304.t1
OG0043908													Csp5_scaffold_07043.g37306.t1
OG0043909													Csp5_scaffold_07044.g37307.t1
OG0043910													Csp5_scaffold_07048.g37309.t1
OG0043911													Csp5_scaffold_07050.g37313.t1
OG0043912													Csp5_scaffold_07053.g37316.t1
OG0043913													Csp5_scaffold_07059.g37323.t1
OG0043914													Csp5_scaffold_07060.g37326.t1
OG0043915													Csp5_scaffold_07062.g37331.t1
OG0043916													Csp5_scaffold_07062.g37330.t1
OG0043917													Csp5_scaffold_07066.g37339.t1
OG0043918													Csp5_scaffold_07070.g37344.t1
OG0043919													Csp5_scaffold_07071.g37345.t1
OG0043920													Csp5_scaffold_07075.g37348.t1
OG0043921													Csp5_scaffold_07075.g37349.t1
OG0043922													Csp5_scaffold_07078.g37353.t1
OG0043923													Csp5_scaffold_07083.g37358.t1
OG0043924													Csp5_scaffold_07092.g37365.t1
OG0043925													Csp5_scaffold_07096.g37369.t1
OG0043926													Csp5_scaffold_07100.g37372.t1
OG0043927													Csp5_scaffold_07101.g37373.t1
OG0043928													Csp5_scaffold_07105.g37378.t1
OG0043929													Csp5_scaffold_07112.g37387.t1
OG0043930													Csp5_scaffold_07118.g37393.t1
OG0043931													Csp5_scaffold_07119.g37394.t1
OG0043932													Csp5_scaffold_07120.g37395.t1
OG0043933													Csp5_scaffold_07121.g37396.t1
OG0043934													Csp5_scaffold_07124.g37398.t1
OG0043935													Csp5_scaffold_07126.g37400.t1
OG0043936													Csp5_scaffold_07130.g37405.t1
OG0043937													Csp5_scaffold_07133.g37409.t1
OG0043938													Csp5_scaffold_07145.g37423.t1
OG0043939													Csp5_scaffold_07154.g37433.t1
OG0043940													Csp5_scaffold_07155.g37436.t1
OG0043941													Csp5_scaffold_07159.g37440.t1
OG0043942													Csp5_scaffold_07160.g37441.t1
OG0043943													Csp5_scaffold_07171.g37453.t1
OG0043944													Csp5_scaffold_07173.g37456.t1
OG0043945													Csp5_scaffold_07179.g37463.t1
OG0043946													Csp5_scaffold_07179.g37464.t1
OG0043947													Csp5_scaffold_07181.g37466.t1
OG0043948													Csp5_scaffold_07183.g37469.t1
OG0043949													Csp5_scaffold_07184.g37470.t1
OG0043950													Csp5_scaffold_07187.g37473.t1
OG0043951													Csp5_scaffold_07188.g37474.t1
OG0043952													Csp5_scaffold_07190.g37476.t1
OG0043953													Csp5_scaffold_07193.g37480.t1
OG0043954													Csp5_scaffold_07196.g37482.t1
OG0043955													Csp5_scaffold_07201.g37486.t1
OG0043956													Csp5_scaffold_07202.g37487.t1
OG0043957													Csp5_scaffold_07203.g37488.t1
OG0043958													Csp5_scaffold_07204.g37489.t1
OG0043959													Csp5_scaffold_07208.g37492.t1
OG0043960													Csp5_scaffold_07209.g37493.t1
OG0043961													Csp5_scaffold_07214.g37500.t1
OG0043962													Csp5_scaffold_07217.g37503.t1
OG0043963													Csp5_scaffold_07219.g37504.t1
OG0043964													Csp5_scaffold_07225.g37507.t1
OG0043965													Csp5_scaffold_07227.g37508.t1
OG0043966													Csp5_scaffold_07240.g37521.t1
OG0043967													Csp5_scaffold_07242.g37524.t1
OG0043968													Csp5_scaffold_07244.g37530.t1
OG0043969													Csp5_scaffold_07245.g37531.t1
OG0043970													Csp5_scaffold_07245.g37532.t1
OG0043971													Csp5_scaffold_07248.g37536.t1
OG0043972													Csp5_scaffold_07249.g37537.t1
OG0043973													Csp5_scaffold_07251.g37540.t1
OG0043974													Csp5_scaffold_07255.g37549.t1
OG0043975													Csp5_scaffold_07255.g37547.t1
OG0043976													Csp5_scaffold_07256.g37550.t1
OG0043977													Csp5_scaffold_07257.g37551.t1
OG0043978													Csp5_scaffold_07260.g37555.t1
OG0043979													Csp5_scaffold_07271.g37566.t1
OG0043980													Csp5_scaffold_07273.g37568.t1
OG0043981													Csp5_scaffold_07275.g37572.t1
OG0043982													Csp5_scaffold_07281.g37578.t1
OG0043983													Csp5_scaffold_07283.g37580.t1
OG0043984													Csp5_scaffold_07284.g37581.t1
OG0043985													Csp5_scaffold_07298.g37599.t1
OG0043986													Csp5_scaffold_07299.g37601.t1
OG0043987													Csp5_scaffold_07310.g37610.t1
OG0043988													Csp5_scaffold_07312.g37613.t1
OG0043989													Csp5_scaffold_07314.g37615.t1
OG0043990													Csp5_scaffold_07317.g37619.t1
OG0043991													Csp5_scaffold_07325.g37629.t1
OG0043992													Csp5_scaffold_07326.g37631.t1
OG0043993													Csp5_scaffold_07328.g37635.t1
OG0043994													Csp5_scaffold_07330.g37637.t1
OG0043995													Csp5_scaffold_07332.g37640.t1
OG0043996													Csp5_scaffold_07334.g37642.t1
OG0043997													Csp5_scaffold_07337.g37647.t1
OG0043998													Csp5_scaffold_07340.g37651.t1
OG0043999													Csp5_scaffold_07342.g37653.t1
OG0044000													Csp5_scaffold_07355.g37670.t1
OG0044001													Csp5_scaffold_07360.g37675.t1
OG0044002													Csp5_scaffold_07362.g37680.t1
OG0044003													Csp5_scaffold_07366.g37687.t1
OG0044004													Csp5_scaffold_07367.g37688.t1
OG0044005													Csp5_scaffold_07368.g37690.t1
OG0044006													Csp5_scaffold_07369.g37692.t1
OG0044007													Csp5_scaffold_07376.g37698.t1
OG0044008													Csp5_scaffold_07379.g37702.t1
OG0044009													Csp5_scaffold_07380.g37703.t1
OG0044010													Csp5_scaffold_07382.g37706.t1
OG0044011													Csp5_scaffold_07385.g37709.t1
OG0044012													Csp5_scaffold_07387.g37711.t1
OG0044013													Csp5_scaffold_07392.g37718.t1
OG0044014													Csp5_scaffold_07401.g37730.t1
OG0044015													Csp5_scaffold_07401.g37729.t1
OG0044016													Csp5_scaffold_07402.g37731.t1
OG0044017													Csp5_scaffold_07407.g37737.t1
OG0044018													Csp5_scaffold_07411.g37740.t1
OG0044019													Csp5_scaffold_07415.g37745.t1
OG0044020													Csp5_scaffold_07416.g37746.t1
OG0044021													Csp5_scaffold_07417.g37747.t1
OG0044022													Csp5_scaffold_07421.g37750.t1
OG0044023													Csp5_scaffold_07426.g37757.t1
OG0044024													Csp5_scaffold_07429.g37760.t1
OG0044025													Csp5_scaffold_07432.g37764.t1
OG0044026													Csp5_scaffold_07438.g37770.t1
OG0044027													Csp5_scaffold_07443.g37777.t1
OG0044028													Csp5_scaffold_07449.g37782.t1
OG0044029													Csp5_scaffold_07449.g37781.t1
OG0044030													Csp5_scaffold_07450.g37783.t1
OG0044031													Csp5_scaffold_07452.g37785.t1
OG0044032													Csp5_scaffold_07453.g37787.t1
OG0044033													Csp5_scaffold_07454.g37788.t1
OG0044034													Csp5_scaffold_07458.g37793.t1
OG0044035													Csp5_scaffold_07461.g37797.t1
OG0044036													Csp5_scaffold_07465.g37805.t1
OG0044037													Csp5_scaffold_07471.g37812.t1
OG0044038													Csp5_scaffold_07472.g37813.t1
OG0044039													Csp5_scaffold_07474.g37816.t1
OG0044040													Csp5_scaffold_07475.g37817.t1
OG0044041													Csp5_scaffold_07477.g37819.t1
OG0044042													Csp5_scaffold_07485.g37828.t1
OG0044043													Csp5_scaffold_07486.g37829.t1
OG0044044													Csp5_scaffold_07487.g37830.t1
OG0044045													Csp5_scaffold_07490.g37834.t1
OG0044046													Csp5_scaffold_07494.g37839.t1
OG0044047													Csp5_scaffold_07496.g37840.t1
OG0044048													Csp5_scaffold_07497.g37842.t1
OG0044049													Csp5_scaffold_07505.g37849.t1
OG0044050													Csp5_scaffold_07507.g37851.t1
OG0044051													Csp5_scaffold_07509.g37854.t1
OG0044052													Csp5_scaffold_07510.g37855.t1
OG0044053													Csp5_scaffold_07512.g37857.t1
OG0044054													Csp5_scaffold_07513.g37860.t1
OG0044055													Csp5_scaffold_07523.g37873.t1
OG0044056													Csp5_scaffold_07526.g37876.t1
OG0044057													Csp5_scaffold_07530.g37879.t1
OG0044058													Csp5_scaffold_07532.g37881.t1
OG0044059													Csp5_scaffold_07536.g37885.t1
OG0044060													Csp5_scaffold_07543.g37889.t1
OG0044061													Csp5_scaffold_07544.g37890.t1
OG0044062													Csp5_scaffold_07545.g37891.t1
OG0044063													Csp5_scaffold_07548.g37895.t1
OG0044064													Csp5_scaffold_07549.g37896.t1
OG0044065													Csp5_scaffold_07553.g37900.t1
OG0044066													Csp5_scaffold_07554.g37901.t1
OG0044067													Csp5_scaffold_07565.g37913.t1
OG0044068													Csp5_scaffold_07567.g37914.t1
OG0044069													Csp5_scaffold_07570.g37918.t1
OG0044070													Csp5_scaffold_07572.g37921.t1
OG0044071													Csp5_scaffold_07573.g37922.t1
OG0044072													Csp5_scaffold_07580.g37930.t1
OG0044073													Csp5_scaffold_07588.g37937.t1
OG0044074													Csp5_scaffold_07590.g37939.t1
OG0044075													Csp5_scaffold_07591.g37940.t1
OG0044076													Csp5_scaffold_07604.g37952.t1
OG0044077													Csp5_scaffold_07607.g37956.t1
OG0044078													Csp5_scaffold_07608.g37957.t1
OG0044079													Csp5_scaffold_07609.g37958.t1
OG0044080													Csp5_scaffold_07615.g37962.t1
OG0044081													Csp5_scaffold_07625.g37976.t1
OG0044082													Csp5_scaffold_07636.g37989.t1
OG0044083													Csp5_scaffold_07639.g37992.t1
OG0044084													Csp5_scaffold_07642.g37997.t1
OG0044085													Csp5_scaffold_07647.g38002.t1
OG0044086													Csp5_scaffold_07654.g38008.t1
OG0044087													Csp5_scaffold_07656.g38010.t1
OG0044088													Csp5_scaffold_07660.g38015.t1
OG0044089													Csp5_scaffold_07663.g38018.t1
OG0044090													Csp5_scaffold_07664.g38020.t1
OG0044091													Csp5_scaffold_07666.g38022.t1
OG0044092													Csp5_scaffold_07678.g38032.t1
OG0044093													Csp5_scaffold_07679.g38033.t1
OG0044094													Csp5_scaffold_07687.g38041.t1
OG0044095													Csp5_scaffold_07688.g38042.t1
OG0044096													Csp5_scaffold_07690.g38045.t1
OG0044097													Csp5_scaffold_07694.g38048.t1
OG0044098													Csp5_scaffold_07702.g38059.t1
OG0044099													Csp5_scaffold_07703.g38061.t1
OG0044100													Csp5_scaffold_07704.g38062.t1
OG0044101													Csp5_scaffold_07707.g38064.t1
OG0044102													Csp5_scaffold_07710.g38066.t1
OG0044103													Csp5_scaffold_07719.g38077.t1
OG0044104													Csp5_scaffold_07721.g38078.t1
OG0044105													Csp5_scaffold_07723.g38079.t1
OG0044106													Csp5_scaffold_07725.g38082.t1
OG0044107													Csp5_scaffold_07736.g38090.t1
OG0044108													Csp5_scaffold_07738.g38091.t1
OG0044109													Csp5_scaffold_07739.g38093.t1
OG0044110													Csp5_scaffold_07751.g38101.t1
OG0044111													Csp5_scaffold_07751.g38103.t1
OG0044112													Csp5_scaffold_07756.g38108.t1
OG0044113													Csp5_scaffold_07760.g38113.t1
OG0044114													Csp5_scaffold_07762.g38115.t1
OG0044115													Csp5_scaffold_07763.g38116.t1
OG0044116													Csp5_scaffold_07765.g38118.t1
OG0044117													Csp5_scaffold_07772.g38126.t1
OG0044118													Csp5_scaffold_07778.g38133.t1
OG0044119													Csp5_scaffold_07780.g38135.t1
OG0044120													Csp5_scaffold_07784.g38139.t1
OG0044121													Csp5_scaffold_07785.g38141.t1
OG0044122													Csp5_scaffold_07786.g38142.t1
OG0044123													Csp5_scaffold_07787.g38143.t1
OG0044124													Csp5_scaffold_07788.g38144.t1
OG0044125													Csp5_scaffold_07790.g38147.t1
OG0044126													Csp5_scaffold_07794.g38149.t1
OG0044127													Csp5_scaffold_07796.g38150.t1
OG0044128													Csp5_scaffold_07805.g38159.t1
OG0044129													Csp5_scaffold_07806.g38160.t1
OG0044130													Csp5_scaffold_07807.g38162.t1
OG0044131													Csp5_scaffold_07811.g38166.t1
OG0044132													Csp5_scaffold_07813.g38168.t1
OG0044133													Csp5_scaffold_07828.g38184.t1
OG0044134													Csp5_scaffold_07830.g38186.t1
OG0044135													Csp5_scaffold_07831.g38187.t1
OG0044136													Csp5_scaffold_07834.g38191.t1
OG0044137													Csp5_scaffold_07837.g38193.t1
OG0044138													Csp5_scaffold_07842.g38197.t1
OG0044139													Csp5_scaffold_07849.g38203.t1
OG0044140													Csp5_scaffold_07850.g38204.t1
OG0044141													Csp5_scaffold_07855.g38210.t1
OG0044142													Csp5_scaffold_07856.g38211.t1
OG0044143													Csp5_scaffold_07858.g38212.t1
OG0044144													Csp5_scaffold_07862.g38217.t1
OG0044145													Csp5_scaffold_07865.g38219.t1
OG0044146													Csp5_scaffold_07867.g38221.t1
OG0044147													Csp5_scaffold_07869.g38225.t1
OG0044148													Csp5_scaffold_07869.g38224.t1
OG0044149													Csp5_scaffold_07872.g38226.t1
OG0044150													Csp5_scaffold_07882.g38235.t1
OG0044151													Csp5_scaffold_07886.g38238.t1
OG0044152													Csp5_scaffold_07889.g38240.t1
OG0044153													Csp5_scaffold_07894.g38243.t1
OG0044154													Csp5_scaffold_07897.g38244.t1
OG0044155													Csp5_scaffold_07900.g38248.t1
OG0044156													Csp5_scaffold_07907.g38255.t1
OG0044157													Csp5_scaffold_07914.g38261.t1
OG0044158													Csp5_scaffold_07916.g38263.t1
OG0044159													Csp5_scaffold_07919.g38265.t1
OG0044160													Csp5_scaffold_07924.g38267.t1
OG0044161													Csp5_scaffold_07928.g38271.t1
OG0044162													Csp5_scaffold_07928.g38272.t1
OG0044163													Csp5_scaffold_07933.g38276.t1
OG0044164													Csp5_scaffold_07936.g38278.t1
OG0044165													Csp5_scaffold_07941.g38283.t1
OG0044166													Csp5_scaffold_07942.g38284.t1
OG0044167													Csp5_scaffold_07943.g38285.t1
OG0044168													Csp5_scaffold_07944.g38286.t1
OG0044169													Csp5_scaffold_07945.g38287.t1
OG0044170													Csp5_scaffold_07948.g38290.t1
OG0044171													Csp5_scaffold_07955.g38297.t1
OG0044172													Csp5_scaffold_07962.g38305.t1
OG0044173													Csp5_scaffold_07965.g38307.t1
OG0044174													Csp5_scaffold_07966.g38308.t1
OG0044175													Csp5_scaffold_07968.g38311.t1
OG0044176													Csp5_scaffold_07972.g38316.t1
OG0044177													Csp5_scaffold_07975.g38317.t1
OG0044178													Csp5_scaffold_07981.g38322.t1
OG0044179													Csp5_scaffold_07984.g38324.t1
OG0044180													Csp5_scaffold_07985.g38325.t1
OG0044181													Csp5_scaffold_07986.g38326.t1
OG0044182													Csp5_scaffold_07988.g38328.t1
OG0044183													Csp5_scaffold_07995.g38332.t1
OG0044184													Csp5_scaffold_07998.g38335.t1
OG0044185													Csp5_scaffold_08010.g38346.t1
OG0044186													Csp5_scaffold_08013.g38351.t1
OG0044187													Csp5_scaffold_08014.g38352.t1
OG0044188													Csp5_scaffold_08018.g38355.t1
OG0044189													Csp5_scaffold_08027.g38362.t1
OG0044190													Csp5_scaffold_08035.g38371.t1
OG0044191													Csp5_scaffold_08036.g38372.t1
OG0044192													Csp5_scaffold_08042.g38375.t1
OG0044193													Csp5_scaffold_08043.g38376.t1
OG0044194													Csp5_scaffold_08044.g38377.t1
OG0044195													Csp5_scaffold_08046.g38379.t1
OG0044196													Csp5_scaffold_08053.g38384.t1
OG0044197													Csp5_scaffold_08055.g38386.t1
OG0044198													Csp5_scaffold_08063.g38392.t1
OG0044199													Csp5_scaffold_08069.g38396.t1
OG0044200													Csp5_scaffold_08073.g38400.t1
OG0044201													Csp5_scaffold_08074.g38401.t1
OG0044202													Csp5_scaffold_08082.g38408.t1
OG0044203													Csp5_scaffold_08083.g38409.t1
OG0044204													Csp5_scaffold_08085.g38410.t1
OG0044205													Csp5_scaffold_08087.g38411.t1
OG0044206													Csp5_scaffold_08090.g38415.t1
OG0044207													Csp5_scaffold_08097.g38418.t1
OG0044208													Csp5_scaffold_08106.g38421.t1
OG0044209													Csp5_scaffold_08107.g38422.t1
OG0044210													Csp5_scaffold_08117.g38429.t1
OG0044211													Csp5_scaffold_08132.g38440.t1
OG0044212													Csp5_scaffold_08137.g38444.t1
OG0044213													Csp5_scaffold_08141.g38448.t1
OG0044214													Csp5_scaffold_08142.g38450.t1
OG0044215													Csp5_scaffold_08146.g38454.t1
OG0044216													Csp5_scaffold_08161.g38468.t1
OG0044217													Csp5_scaffold_08162.g38469.t1
OG0044218													Csp5_scaffold_08164.g38471.t1
OG0044219													Csp5_scaffold_08167.g38474.t1
OG0044220													Csp5_scaffold_08168.g38475.t1
OG0044221													Csp5_scaffold_08172.g38478.t1
OG0044222													Csp5_scaffold_08174.g38479.t1
OG0044223													Csp5_scaffold_08175.g38480.t1
OG0044224													Csp5_scaffold_08181.g38486.t1
OG0044225													Csp5_scaffold_08186.g38492.t1
OG0044226													Csp5_scaffold_08197.g38500.t1
OG0044227													Csp5_scaffold_08201.g38503.t1
OG0044228													Csp5_scaffold_08204.g38505.t1
OG0044229													Csp5_scaffold_08211.g38510.t1
OG0044230													Csp5_scaffold_08213.g38512.t1
OG0044231													Csp5_scaffold_08214.g38513.t1
OG0044232													Csp5_scaffold_08222.g38519.t1
OG0044233													Csp5_scaffold_08223.g38520.t1
OG0044234													Csp5_scaffold_08224.g38521.t1
OG0044235													Csp5_scaffold_08233.g38527.t1
OG0044236													Csp5_scaffold_08236.g38530.t1
OG0044237													Csp5_scaffold_08241.g38536.t1
OG0044238													Csp5_scaffold_08241.g38537.t1
OG0044239													Csp5_scaffold_08242.g38538.t1
OG0044240													Csp5_scaffold_08243.g38539.t1
OG0044241													Csp5_scaffold_08244.g38540.t1
OG0044242													Csp5_scaffold_08245.g38541.t1
OG0044243													Csp5_scaffold_08246.g38542.t1
OG0044244													Csp5_scaffold_08247.g38543.t1
OG0044245													Csp5_scaffold_08252.g38547.t1
OG0044246													Csp5_scaffold_08255.g38550.t1
OG0044247													Csp5_scaffold_08260.g38555.t1
OG0044248													Csp5_scaffold_08261.g38556.t1
OG0044249													Csp5_scaffold_08266.g38560.t1
OG0044250													Csp5_scaffold_08274.g38566.t1
OG0044251													Csp5_scaffold_08279.g38569.t1
OG0044252													Csp5_scaffold_08283.g38572.t1
OG0044253													Csp5_scaffold_08285.g38573.t1
OG0044254													Csp5_scaffold_08286.g38575.t1
OG0044255													Csp5_scaffold_08286.g38574.t1
OG0044256													Csp5_scaffold_08288.g38576.t1
OG0044257													Csp5_scaffold_08290.g38577.t1
OG0044258													Csp5_scaffold_08293.g38579.t1
OG0044259													Csp5_scaffold_08301.g38584.t1
OG0044260													Csp5_scaffold_08313.g38596.t1
OG0044261													Csp5_scaffold_08322.g38605.t1
OG0044262													Csp5_scaffold_08332.g38616.t1
OG0044263													Csp5_scaffold_08334.g38619.t1
OG0044264													Csp5_scaffold_08334.g38618.t1
OG0044265													Csp5_scaffold_08336.g38620.t1
OG0044266													Csp5_scaffold_08343.g38626.t1
OG0044267													Csp5_scaffold_08345.g38627.t1
OG0044268													Csp5_scaffold_08351.g38633.t1
OG0044269													Csp5_scaffold_08352.g38634.t1
OG0044270													Csp5_scaffold_08360.g38642.t1
OG0044271													Csp5_scaffold_08362.g38644.t1
OG0044272													Csp5_scaffold_08364.g38646.t1
OG0044273													Csp5_scaffold_08369.g38650.t1
OG0044274													Csp5_scaffold_08376.g38656.t1
OG0044275													Csp5_scaffold_08381.g38660.t1
OG0044276													Csp5_scaffold_08385.g38662.t1
OG0044277													Csp5_scaffold_08385.g38663.t1
OG0044278													Csp5_scaffold_08387.g38664.t1
OG0044279													Csp5_scaffold_08391.g38667.t1
OG0044280													Csp5_scaffold_08398.g38673.t1
OG0044281													Csp5_scaffold_08406.g38681.t1
OG0044282													Csp5_scaffold_08409.g38683.t1
OG0044283													Csp5_scaffold_08413.g38687.t1
OG0044284													Csp5_scaffold_08415.g38689.t1
OG0044285													Csp5_scaffold_08417.g38690.t1
OG0044286													Csp5_scaffold_08419.g38692.t1
OG0044287													Csp5_scaffold_08421.g38693.t1
OG0044288													Csp5_scaffold_08423.g38695.t1
OG0044289													Csp5_scaffold_08430.g38703.t1
OG0044290													Csp5_scaffold_08432.g38704.t1
OG0044291													Csp5_scaffold_08435.g38706.t1
OG0044292													Csp5_scaffold_08438.g38708.t1
OG0044293													Csp5_scaffold_08438.g38709.t1
OG0044294													Csp5_scaffold_08441.g38712.t1
OG0044295													Csp5_scaffold_08444.g38716.t1
OG0044296													Csp5_scaffold_08448.g38722.t1
OG0044297													Csp5_scaffold_08451.g38723.t1
OG0044298													Csp5_scaffold_08452.g38724.t1
OG0044299													Csp5_scaffold_08454.g38726.t1
OG0044300													Csp5_scaffold_08457.g38731.t1
OG0044301													Csp5_scaffold_08458.g38732.t1
OG0044302													Csp5_scaffold_08465.g38738.t1
OG0044303													Csp5_scaffold_08469.g38744.t1
OG0044304													Csp5_scaffold_08473.g38746.t1
OG0044305													Csp5_scaffold_08479.g38751.t1
OG0044306													Csp5_scaffold_08480.g38752.t1
OG0044307													Csp5_scaffold_08482.g38753.t1
OG0044308													Csp5_scaffold_08484.g38755.t1
OG0044309													Csp5_scaffold_08489.g38759.t1
OG0044310													Csp5_scaffold_08493.g38764.t1
OG0044311													Csp5_scaffold_08494.g38765.t1
OG0044312													Csp5_scaffold_08504.g38773.t1
OG0044313													Csp5_scaffold_08509.g38777.t1
OG0044314													Csp5_scaffold_08517.g38782.t1
OG0044315													Csp5_scaffold_08519.g38787.t1
OG0044316													Csp5_scaffold_08520.g38788.t1
OG0044317													Csp5_scaffold_08523.g38791.t1
OG0044318													Csp5_scaffold_08526.g38793.t1
OG0044319													Csp5_scaffold_08530.g38795.t1
OG0044320													Csp5_scaffold_08531.g38796.t1
OG0044321													Csp5_scaffold_08544.g38809.t1
OG0044322													Csp5_scaffold_08550.g38811.t1
OG0044323													Csp5_scaffold_08553.g38815.t1
OG0044324													Csp5_scaffold_08558.g38818.t1
OG0044325													Csp5_scaffold_08559.g38820.t1
OG0044326													Csp5_scaffold_08570.g38827.t1
OG0044327													Csp5_scaffold_08572.g38828.t1
OG0044328													Csp5_scaffold_08574.g38830.t1
OG0044329													Csp5_scaffold_08577.g38833.t1
OG0044330													Csp5_scaffold_08583.g38838.t1
OG0044331													Csp5_scaffold_08585.g38839.t1
OG0044332													Csp5_scaffold_08589.g38842.t1
OG0044333													Csp5_scaffold_08596.g38847.t1
OG0044334													Csp5_scaffold_08597.g38848.t1
OG0044335													Csp5_scaffold_08604.g38852.t1
OG0044336													Csp5_scaffold_08606.g38855.t1
OG0044337													Csp5_scaffold_08612.g38859.t1
OG0044338													Csp5_scaffold_08614.g38860.t1
OG0044339													Csp5_scaffold_08618.g38863.t1
OG0044340													Csp5_scaffold_08622.g38866.t1
OG0044341													Csp5_scaffold_08627.g38868.t1
OG0044342													Csp5_scaffold_08629.g38870.t1
OG0044343													Csp5_scaffold_08630.g38872.t1
OG0044344													Csp5_scaffold_08630.g38873.t1
OG0044345													Csp5_scaffold_08635.g38876.t1
OG0044346													Csp5_scaffold_08636.g38877.t1
OG0044347													Csp5_scaffold_08640.g38881.t1
OG0044348													Csp5_scaffold_08654.g38890.t1
OG0044349													Csp5_scaffold_08659.g38896.t1
OG0044350													Csp5_scaffold_08660.g38897.t1
OG0044351													Csp5_scaffold_08661.g38898.t1
OG0044352													Csp5_scaffold_08663.g38899.t1
OG0044353													Csp5_scaffold_08668.g38904.t1
OG0044354													Csp5_scaffold_08672.g38905.t1
OG0044355													Csp5_scaffold_08680.g38911.t1
OG0044356													Csp5_scaffold_08683.g38912.t1
OG0044357													Csp5_scaffold_08693.g38919.t1
OG0044358													Csp5_scaffold_08697.g38923.t1
OG0044359													Csp5_scaffold_08699.g38925.t1
OG0044360													Csp5_scaffold_08701.g38926.t1
OG0044361													Csp5_scaffold_08703.g38928.t1
OG0044362													Csp5_scaffold_08705.g38930.t1
OG0044363													Csp5_scaffold_08712.g38934.t1
OG0044364													Csp5_scaffold_08714.g38935.t1
OG0044365													Csp5_scaffold_08715.g38936.t1
OG0044366													Csp5_scaffold_08727.g38945.t1
OG0044367													Csp5_scaffold_08731.g38949.t1
OG0044368													Csp5_scaffold_08733.g38950.t1
OG0044369													Csp5_scaffold_08736.g38953.t1
OG0044370													Csp5_scaffold_08740.g38955.t1
OG0044371													Csp5_scaffold_08741.g38956.t1
OG0044372													Csp5_scaffold_08744.g38958.t1
OG0044373													Csp5_scaffold_08746.g38960.t1
OG0044374													Csp5_scaffold_08749.g38962.t1
OG0044375													Csp5_scaffold_08749.g38963.t1
OG0044376													Csp5_scaffold_08753.g38967.t1
OG0044377													Csp5_scaffold_08758.g38972.t1
OG0044378													Csp5_scaffold_08760.g38973.t1
OG0044379													Csp5_scaffold_08762.g38975.t1
OG0044380													Csp5_scaffold_08763.g38976.t1
OG0044381													Csp5_scaffold_08767.g38979.t1
OG0044382													Csp5_scaffold_08768.g38980.t1
OG0044383													Csp5_scaffold_08769.g38981.t1
OG0044384													Csp5_scaffold_08774.g38984.t1
OG0044385													Csp5_scaffold_08775.g38985.t1
OG0044386													Csp5_scaffold_08776.g38986.t1
OG0044387													Csp5_scaffold_08778.g38988.t1
OG0044388													Csp5_scaffold_08779.g38989.t1
OG0044389													Csp5_scaffold_08782.g38992.t1
OG0044390													Csp5_scaffold_08784.g38993.t1
OG0044391													Csp5_scaffold_08797.g39006.t1
OG0044392													Csp5_scaffold_08801.g39008.t1
OG0044393													Csp5_scaffold_08801.g39009.t1
OG0044394													Csp5_scaffold_08802.g39010.t1
OG0044395													Csp5_scaffold_08802.g39011.t1
OG0044396													Csp5_scaffold_08803.g39012.t1
OG0044397													Csp5_scaffold_08805.g39013.t1
OG0044398													Csp5_scaffold_08811.g39018.t1
OG0044399													Csp5_scaffold_08813.g39019.t1
OG0044400													Csp5_scaffold_08820.g39025.t1
OG0044401													Csp5_scaffold_08821.g39026.t1
OG0044402													Csp5_scaffold_08824.g39028.t1
OG0044403													Csp5_scaffold_08827.g39033.t1
OG0044404													Csp5_scaffold_08834.g39037.t1
OG0044405													Csp5_scaffold_08839.g39038.t1
OG0044406													Csp5_scaffold_08840.g39039.t1
OG0044407													Csp5_scaffold_08841.g39040.t1
OG0044408													Csp5_scaffold_08847.g39045.t1
OG0044409													Csp5_scaffold_08849.g39047.t1
OG0044410													Csp5_scaffold_08854.g39050.t1
OG0044411													Csp5_scaffold_08858.g39052.t1
OG0044412													Csp5_scaffold_08859.g39053.t1
OG0044413													Csp5_scaffold_08863.g39055.t1
OG0044414													Csp5_scaffold_08874.g39061.t1
OG0044415													Csp5_scaffold_08884.g39066.t1
OG0044416													Csp5_scaffold_08890.g39071.t1
OG0044417													Csp5_scaffold_08894.g39073.t1
OG0044418													Csp5_scaffold_08897.g39076.t1
OG0044419													Csp5_scaffold_08898.g39077.t1
OG0044420													Csp5_scaffold_08900.g39078.t1
OG0044421													Csp5_scaffold_08902.g39080.t1
OG0044422													Csp5_scaffold_08904.g39082.t1
OG0044423													Csp5_scaffold_08912.g39086.t1
OG0044424													Csp5_scaffold_08913.g39087.t1
OG0044425													Csp5_scaffold_08914.g39088.t1
OG0044426													Csp5_scaffold_08921.g39094.t1
OG0044427													Csp5_scaffold_08924.g39096.t1
OG0044428													Csp5_scaffold_08928.g39098.t1
